"{0.00039999999976386973, 0.0010485346783664863, 0.0009999999983753259}","{{ϕ, 86, θ, 96}, {ϕ, -166, θ, 161}, {ϕ, -6, θ, 108}, {26.100474825357846, 9.482135456998758, 8.970929749157797}}"
"{0.0004, 0.0017803024063445432, 0.001}","{{ϕ, -91, θ, 107}, {ϕ, 72, θ, 162}, {ϕ, 177, θ, 95}, {42.554239611897465, 9.056275161334973, 5.474501955906151}}"
"{0.0004, 0.0018250038927806053, 0.00033227941287481094}","{{ϕ, -180, θ, 90}, {ϕ, 91, θ, 158}, {ϕ, 90, θ, 68}, {16.3229676590932, 253.5858958887317, 250.1958464491112}}"
"{0.0004, 0.0018444909788682975, 0.00035605451814312955}","{{ϕ, -180, θ, 90}, {ϕ, 91, θ, 155}, {ϕ, 90, θ, 65}, {16.034797210464447, 236.93100574864332, 233.54661530993855}}"
"{0.0003999999997454877, 0.0018688152583727924, 0.00037805553593723423}","{{ϕ, -180, θ, 90}, {ϕ, 91, θ, 152}, {ϕ, 90, θ, 62}, {15.766135692587605, 223.30732569301955, 219.93954941116937}}"
"{0.00039999999136108746, 0.0018978712261078653, 0.00039697426679054877}","{{ϕ, -180, θ, 90}, {ϕ, 91, θ, 148}, {ϕ, 90, θ, 58}, {15.53546128328356, 212.71245154197285, 209.37456561477904}}"
"{0.0003999999999826411, 0.0019310924890881605, 0.00041145812943129664}","{{ϕ, -180, θ, 90}, {ϕ, 91, θ, 54}, {ϕ, -90, θ, 36}, {15.361648135190332, 201.85670615814905, 205.1574537009938}}"
"{0.0003999999948532075, 0.0019674148079343473, 0.0004203097713344953}","{{ϕ, -180, θ, 90}, {ϕ, 91, θ, 50}, {ϕ, -90, θ, 40}, {15.26114009288629, 197.39794219362386, 200.66244390512236}}"
"{0.0004, 0.0020053403424389856, 0.00042270571770033227}","{{ϕ, -179, θ, 90}, {ϕ, 91, θ, 45}, {ϕ, -90, θ, 45}, {15.245040343966231, 196.01699296861779, 199.2558824650291}}"
"{0.0004, 0.0019355113587175, 0.00021580469462735026}","{{ϕ, -180, θ, 90}, {ϕ, 91, θ, 147}, {ϕ, 90, θ, 57}, {17.656836574684025, 673.20758565258, 669.5805812066786}}"
"{0.0004, 0.0019453564684775244, 0.0002213007726100049}","{{ϕ, -180, θ, 90}, {ϕ, 91, θ, 144}, {ϕ, 90, θ, 54}, {17.60551462621174, 656.6350881035996, 652.9819245688622}}"
"{0.0004, 0.001955913859643042, 0.0002259630178932549}","{{ϕ, -180, θ, 90}, {ϕ, 91, θ, 142}, {ϕ, 90, θ, 52}, {17.56189610038574, 643.1677268754478, 639.4884940447135}}"
"{0.0004, 0.0019670763289180316, 0.00022966895454702715}","{{ϕ, -180, θ, 90}, {ϕ, 90, θ, 139}, {ϕ, 90, θ, 49}, {17.5275196414884, 632.8052342407534, 629.0995679423868}}"
"{0.0004, 0.001978710291806587, 0.00023231505153209175}","{{ϕ, -180, θ, 90}, {ϕ, 90, θ, 136}, {ϕ, 90, θ, 46}, {17.503670035757956, 625.5497371785758, 621.8167304411322}}"
"{0.0004, 0.001990664414201502, 0.00023383009967751288}","{{ϕ, -180, θ, 90}, {ϕ, 90, θ, 133}, {ϕ, 90, θ, 43}, {17.49100248720287, 621.3637750324249, 617.6205962404892}}"
"{0.0004, 0.002002760601313584, 0.00023415435930288558}","{{ϕ, -180, θ, 90}, {ϕ, 90, θ, 131}, {ϕ, 90, θ, 41}, {17.490538644494237, 620.3333849438844, 616.5654648389112}}"
"{0.0004, 0.0019672467975432656, 0.0001535488307546482}","{{ϕ, -180, θ, 90}, {ϕ, 90, θ, 143}, {ϕ, 90, θ, 53}, {18.18911953790304, 1310.98012800154, 1307.1830561746808}}"
"{0.00039999998236066477, 0.001972637594073411, 0.00015552094838726372}","{{ϕ, -180, θ, 90}, {ϕ, 90, θ, 140}, {ϕ, 90, θ, 50}, {18.17491963789189, 1294.3700003595964, 1290.6680702597637}}"
"{0.0004, 0.001978195856575085, 0.00015713866458081274}","{{ϕ, -180, θ, 90}, {ϕ, 90, θ, 139}, {ϕ, 90, θ, 49}, {18.163903234656352, 1281.196506621599, 1277.3571071670588}}"
"{0.0004, 0.0019839177105165965, 0.0001584097568950181}","{{ϕ, -180, θ, 90}, {ϕ, 90, θ, 137}, {ϕ, 90, θ, 47}, {18.154691046078266, 1270.841765665454, 1267.0876355560808}}"
"{0.0004, 0.001989736934574608, 0.0001592880838649828}","{{ϕ, -180, θ, 90}, {ϕ, 90, θ, 136}, {ϕ, 90, θ, 46}, {18.149027791451005, 1263.8914588569455, 1260.0078658673835}}"
"{0.0004, 0.001995636544009828, 0.00015978130979436638}","{{ϕ, -180, θ, 90}, {ϕ, 90, θ, 134}, {ϕ, 90, θ, 44}, {18.145876712816552, 1259.9145661227856, 1256.0082186216137}}"
"{0.0004, 0.0020015762381683268, 0.0001598827745149551}","{{ϕ, -180, θ, 90}, {ϕ, 90, θ, 131}, {ϕ, 90, θ, 41}, {18.14528971936049, 1258.8948621900709, 1255.0691923635623}}"
"{0.00039999999593844473, 0.000990464806227678, 0.000020000000496866045}","{{ϕ, 179, θ, 89}, {ϕ, 90, θ, 133}, {ϕ, 89, θ, 43}, {4.870376345578122, 44.87608038824046, 42.23210484151705}}"
"{0.0003999999353776705, 0.0007718229913723292, 0.00002}","{{ϕ, 179, θ, 89}, {ϕ, 90, θ, 134}, {ϕ, 88, θ, 44}, {4.81851046288895, 33.35823768190594, 31.40112935660534}}"
"{0.0004, 0.0005, 0.00002}","{{ϕ, 179, θ, 89}, {ϕ, 90, θ, 134}, {ϕ, 88, θ, 45}, {4.7087542440968955, 24.736460609496405, 23.106880480392988}}"
"{-0.00039999996976912194, 0.0005000000259729981, 0.00002000000044988484}","{{ϕ, 179, θ, 89}, {ϕ, 89, θ, 134}, {ϕ, 88, θ, 44}, {4.586612989379169, 25.06277856503783, 23.497954663694888}}"
"{-0.0004, 0.0005, 0.00002}","{{ϕ, 2, θ, 90}, {ϕ, -89, θ, 43}, {ϕ, 92, θ, 47}, {4.770712205010099, 23.4555799295103, 25.04188879233022}}"
"{-0.0004, 0.0005, 0.00002}","{{ϕ, 3, θ, 90}, {ϕ, -86, θ, 42}, {ϕ, 93, θ, 48}, {4.928329386675227, 23.422597624107404, 25.023496546535092}}"
"{-0.0004, 0.0005, 0.00002}","{{ϕ, 4, θ, 91}, {ϕ, -84, θ, 41}, {ϕ, 93, θ, 49}, {5.052953064509539, 23.40022622880933, 25.007183239736566}}"
"{0.0003999999987956684, 0.0010531513318203702, 0.00002}","{{ϕ, 179, θ, 89}, {ϕ, 90, θ, 133}, {ϕ, 88, θ, 43}, {5.986563253930457, 50.123877697102586, 45.362820587046585}}"
"{0.0003999999760098973, 0.0008483784535951439, 0.00002000000070714495}","{{ϕ, 179, θ, 89}, {ϕ, 90, θ, 133}, {ϕ, 87, θ, 43}, {5.935054038812586, 37.17900640225772, 33.762626608711315}}"
"{0.00039999999996630003, 0.0005290969705057985, 0.00002000000000667753}","{{ϕ, 179, θ, 88}, {ϕ, 90, θ, 135}, {ϕ, 87, θ, 45}, {5.871140687604105, 25.78421985200948, 23.139961452431816}}"
"{-0.00039999999991656904, 0.0005000000031464695, 0.00002000000000667753}","{{ϕ, 88, θ, 89}, {ϕ, -1, θ, 134}, {ϕ, -3, θ, 44}, {25.55628392876399, 5.755049463242985, 23.05013960733115}}"
"{-0.0004, 0.0005, 0.00002}","{{ϕ, 3, θ, 89}, {ϕ, -88, θ, 42}, {ϕ, 94, θ, 48}, {5.924726820462813, 22.972559060030694, 25.486063896443277}}"
"{-0.0004, 0.0005, 0.00002}","{{ϕ, 5, θ, 91}, {ϕ, -84, θ, 41}, {ϕ, 95, θ, 49}, {6.0314370901264525, 22.924957798347762, 25.419597207535595}}"
"{-0.0004, 0.0005, 0.00002}","{{ϕ, 97, θ, 92}, {ϕ, 10, θ, 39}, {ϕ, -174, θ, 51}, {22.911340544181527, 6.054968395460759, 25.356655128664997}}"
"{0.00039999999652951977, 0.001115775225411373, 0.000020000001476758733}","{{ϕ, 88, θ, 87}, {ϕ, 0, θ, 130}, {ϕ, -5, θ, 40}, {58.32361530273877, 8.84822686648604, 44.53679829786283}}"
"{0.0004, 0.0009248228166686356, 0.00002}","{{ϕ, 88, θ, 86}, {ϕ, 1, θ, 132}, {ϕ, -6, θ, 42}, {42.89498624435327, 8.758196200168705, 33.211896161175424}}"
"{0.00039999998203765893, 0.0006272759932188261, 0.000020000001574652204}","{{ϕ, 6, θ, 87}, {ϕ, -87, θ, 44}, {ϕ, 99, θ, 46}, {8.599778542384238, 22.591353484699052, 29.639449769053062}}"
"{-0.0004, 0.0005, 0.00002}","{{ϕ, 87, θ, 86}, {ϕ, 1, θ, 135}, {ϕ, -7, θ, 45}, {27.212021789393056, 8.683699272029946, 20.993251118583608}}"
"{-0.0004, 0.0005, 0.00002}","{{ϕ, 10, θ, 89}, {ϕ, -80, θ, 41}, {ϕ, 101, θ, 49}, {8.493291944127717, 20.80102086733266, 26.78277459227815}}"
"{-0.0004, 0.0005, 0.00002}","{{ϕ, 107, θ, 92}, {ϕ, 19, θ, 37}, {ϕ, -165, θ, 53}, {20.926111045361637, 7.8432626238632865, 26.352868133049032}}"
"{-0.0004, 0.0005000000646448011, 0.000020000002865875534}","{{ϕ, 112, θ, 94}, {ϕ, 27, θ, 34}, {ϕ, -161, θ, 56}, {21.302071289862603, 6.699674563541394, 25.959857501277657}}"
"{0.0004, 0.0013001648463512377, 0.000296021033833293}","{{ϕ, 178, θ, 88}, {ϕ, 81, θ, 12}, {ϕ, -91, θ, 78}, {16.59441826103904, 91.76410474632232, 87.25189438210302}}"
"{0.0004, 0.0012122684556143586, 0.0003984530421630814}","{{ϕ, 179, θ, 91}, {ϕ, 89, θ, 100}, {ϕ, 93, θ, 10}, {15.307555576068447, 65.12215737092035, 69.96445827625647}}"
"{0.00039999999997007945, 0.0011174655816017615, 0.0005490871961610155}","{{ϕ, 179, θ, 91}, {ϕ, -86, θ, 172}, {ϕ, 89, θ, 98}, {13.482681150434228, 52.08734908678357, 47.112835637042615}}"
"{-0.0003999999999550089, 0.0010384042215653285, 0.0007633903871206488}","{{ϕ, -177, θ, 92}, {ϕ, 90, θ, 144}, {ϕ, 95, θ, 54}, {10.88779273737429, 33.054815024254935, 33.587084832536874}}"
"{0.00039999999928008175, 0.0010268752227664108, 0.0009999999969141284}","{{ϕ, 176, θ, 92}, {ϕ, -86, θ, 165}, {ϕ, 85, θ, 105}, {9.138217983026603, 30.87155099664522, 23.012938364558014}}"
"{0.0003999999988693122, 0.0010613947135802181, 0.000999999998631133}","{{ϕ, 89, θ, 92}, {ϕ, -175, θ, 158}, {ϕ, -2, θ, 112}, {31.884143899219332, 9.707500110343021, 10.728597297667019}}"
"{0.0004, 0.0018530525180240308, 0.001}","{{ϕ, 160, θ, 90}, {ϕ, 70, θ, 94}, {ϕ, 68, θ, 4}, {8.551536096942401, 7.842020252960391, 47.061865475919376}}"
"{0.0004, 0.0018250360832535375, 0.00033180185681130133}","{{ϕ, -179, θ, 90}, {ϕ, 91, θ, 162}, {ϕ, 90, θ, 72}, {16.327172006020973, 358.3938917247005, 353.58523852344524}}"
"{0.0004, 0.0018445283177475225, 0.00035556046232378656}","{{ϕ, -180, θ, 90}, {ϕ, 91, θ, 159}, {ϕ, 90, θ, 69}, {16.038796066459366, 335.12177251603407, 330.36006562238276}}"
"{0.0003999999999780349, 0.0018688659073132564, 0.0003775607701292499}","{{ϕ, -180, θ, 90}, {ϕ, 91, θ, 155}, {ϕ, 90, θ, 65}, {15.769258976108237, 316.0280046491332, 311.33355208773145}}"
"{0.0004, 0.0018979291115062032, 0.00039648029050390294}","{{ϕ, -180, θ, 90}, {ϕ, 91, θ, 151}, {ϕ, 90, θ, 61}, {15.538128499167138, 301.1523100650914, 296.51871486404673}}"
"{0.00039999999521187575, 0.001931157544228561, 0.00041096787369120547}","{{ϕ, -180, θ, 90}, {ϕ, 91, θ, 56}, {ϕ, -90, θ, 34}, {15.363904513255392, 285.94408833418146, 290.51816372139916}}"
"{0.00039999999031642506, 0.0019674850724496424, 0.00041982377812850184}","{{ϕ, -180, θ, 90}, {ϕ, 91, θ, 52}, {ϕ, -90, θ, 38}, {15.26313609558888, 279.64070400319457, 284.1673327161369}}"
"{0.000399999998554256, 0.002005413548385489, 0.0004222210217974341}","{{ϕ, -180, θ, 90}, {ϕ, 91, θ, 47}, {ϕ, -90, θ, 43}, {15.24700522859132, 277.6492845379881, 282.14999417250056}}"
"{0.0004, 0.0019355157954567032, 0.00021570244938435505}","{{ϕ, -180, θ, 90}, {ϕ, 91, θ, 151}, {ϕ, 90, θ, 61}, {17.65808683574813, 944.837686843925, 939.6866000695709}}"
"{0.0003999999487397462, 0.0019453675606760665, 0.00022120265833499615}","{{ϕ, -180, θ, 90}, {ϕ, 91, θ, 148}, {ϕ, 90, θ, 58}, {17.606016503316667, 921.7818248667634, 916.6804764909357}}"
"{0.0004, 0.0019559186883306157, 0.00022585456831602165}","{{ϕ, -180, θ, 90}, {ϕ, 91, θ, 145}, {ϕ, 90, θ, 55}, {17.563218493858173, 903.1723556513244, 897.9968423784062}}"
"{0.0004, 0.001967081291860763, 0.00022955828512346419}","{{ϕ, -180, θ, 90}, {ϕ, 91, θ, 143}, {ϕ, 90, θ, 53}, {17.52886121073376, 888.7816742414338, 883.5925963958158}}"
"{0.0004, 0.001978721503226675, 0.00023221019655018848}","{{ϕ, -180, θ, 90}, {ϕ, 91, θ, 140}, {ϕ, 90, θ, 50}, {17.50432827557885, 878.6177601358158, 873.4621388051053}}"
"{0.0004, 0.0019906653332541387, 0.00023371045451031416}","{{ϕ, -180, θ, 90}, {ϕ, 90, θ, 137}, {ϕ, 90, θ, 47}, {17.49261542592665, 872.9078140488882, 867.6868656452007}}"
"{0.0004, 0.0020027673494262053, 0.00023404209918362633}","{{ϕ, -180, θ, 90}, {ϕ, 90, θ, 44}, {ϕ, -90, θ, 46}, {17.491476537440107, 866.1735711013545, 871.3626572201287}}"
"{0.0004, 0.0019672478097936714, 0.00015351652188778106}","{{ϕ, -180, θ, 90}, {ϕ, 90, θ, 146}, {ϕ, 90, θ, 56}, {18.189670217906105, 1831.7253631252524, 1826.359322857214}}"
"{0.0004, 0.001972631322759079, 0.00015548024972558865}","{{ϕ, -180, θ, 90}, {ϕ, 90, θ, 144}, {ϕ, 90, θ, 54}, {18.17588814990189, 1808.9623961102511, 1803.5856168769344}}"
"{0.0004, 0.0019781969125691554, 0.0001571051815974245}","{{ϕ, -180, θ, 90}, {ϕ, 90, θ, 143}, {ϕ, 90, θ, 53}, {18.164472087545803, 1790.5120065921333, 1785.1238610943162}}"
"{0.0004, 0.001983911356950372, 0.00015836902128108567}","{{ϕ, -180, θ, 90}, {ϕ, 90, θ, 141}, {ϕ, 90, θ, 51}, {18.15564807664294, 1776.3701205178181, 1770.9700921656963}}"
"{0.0004, 0.001989738026270454, 0.00015925389904661614}","{{ϕ, -180, θ, 90}, {ϕ, 90, θ, 139}, {ϕ, 90, θ, 49}, {18.149594735898702, 1766.5345107632586, 1761.1220168569155}}"
"{0.00039999995672948573, 0.0019956450854579683, 0.00015975499817222246}","{{ϕ, -180, θ, 90}, {ϕ, 90, θ, 136}, {ϕ, 90, θ, 46}, {18.14572522568877, 1760.771380498023, 1755.499288318645}}"
"{0.0004, 0.0020015691752033504, 0.00015984086080056566}","{{ϕ, -180, θ, 90}, {ϕ, 90, θ, 45}, {ϕ, -90, θ, 45}, {18.14623354927149, 1754.3442950966432, 1759.7834210740855}}"
"{0.0004, 0.000990768098730719, 0.00002}","{{ϕ, 179, θ, 90}, {ϕ, 89, θ, 133}, {ϕ, 89, θ, 43}, {1.590864668464198, 44.80237343776837, 42.522292649623566}}"
"{0.00039999998155207833, 0.000772352152796302, 0.000020000000180291666}","{{ϕ, 179, θ, 90}, {ϕ, 89, θ, 134}, {ϕ, 88, θ, 44}, {1.736483206079551, 33.21912706004468, 31.72030687854762}}"
"{0.00039999997697987206, 0.000500000469848865, 0.000020000000350260577}","{{ϕ, 179, θ, 89}, {ϕ, 89, θ, 134}, {ϕ, 88, θ, 44}, {2.002489151142077, 24.494591716789376, 23.458914096592444}}"
"{-0.00039951734603204157, 0.0005, 0.00002}","{{ϕ, 179, θ, 89}, {ϕ, 90, θ, 133}, {ϕ, 88, θ, 43}, {2.356086463019249, 24.826967623816522, 23.85557072951148}}"
"{-0.0004, 0.0005, 0.00002}","{{ϕ, 2, θ, 90}, {ϕ, -88, θ, 42}, {ϕ, 92, θ, 48}, {1.9622002479043728, 23.826332627503724, 24.817791081066414}}"
"{-0.0004, 0.0005, 0.00002}","{{ϕ, 3, θ, 91}, {ϕ, -86, θ, 41}, {ϕ, 93, θ, 49}, {1.5052442221549942, 23.804915695935822, 24.811178465296663}}"
"{-0.0004, 0.0005, 0.00002}","{{ϕ, 94, θ, 92}, {ϕ, 6, θ, 40}, {ϕ, -177, θ, 50}, {23.792536929273773, 0.9474436543264493, 24.806895640557578}}"
"{0.00039999972785804554, 0.0010534567538967368, 0.000020000001388481203}","{{ϕ, 179, θ, 89}, {ϕ, 90, θ, 132}, {ϕ, 88, θ, 42}, {2.2997296031700922, 50.082982337621694, 45.93335185717006}}"
"{0.0004, 0.0008488533247496648, 0.00002}","{{ϕ, 178, θ, 89}, {ϕ, 89, θ, 133}, {ϕ, 87, θ, 43}, {2.417900202723786, 37.02413244784362, 34.33541820565622}}"
"{0.00039999996574446005, 0.0005299282005110372, 0.00002000000046506142}","{{ϕ, 178, θ, 89}, {ϕ, 89, θ, 134}, {ϕ, 87, θ, 44}, {2.5368230106654615, 25.46345309634698, 23.774189742598367}}"
"{-0.0003988420752090702, 0.0005, 0.00002}","{{ϕ, 178, θ, 89}, {ϕ, 90, θ, 133}, {ϕ, 87, θ, 43}, {2.945297169687192, 25.2114909488171, 23.681063291454038}}"
"{-0.0004, 0.0005, 0.00002}","{{ϕ, 3, θ, 90}, {ϕ, -87, θ, 41}, {ϕ, 93, θ, 49}, {2.596079438099044, 23.63461592237687, 25.167815853308227}}"
"{-0.0004, 0.0005, 0.00002}","{{ϕ, 95, θ, 91}, {ϕ, 6, θ, 40}, {ϕ, -176, θ, 51}, {23.610561357038748, 2.278193429599132, 25.127932457773085}}"
"{-0.0004, 0.0005, 0.00002}","{{ϕ, 97, θ, 92}, {ϕ, 10, θ, 38}, {ϕ, -175, θ, 52}, {23.612630332207996, 2.0849324016497564, 25.09208793022077}}"
"{0.0003999999895815966, 0.0011160333791992254, 0.000020000000062423413}","{{ϕ, 88, θ, 88}, {ϕ, 0, θ, 129}, {ϕ, -5, θ, 39}, {58.741336132737665, 3.9608180843349787, 47.281538251894354}}"
"{0.0003999999933416307, 0.0009252743890279934, 0.000020000000046666814}","{{ϕ, 87, θ, 87}, {ϕ, -1, θ, 130}, {ϕ, -6, θ, 40}, {42.947257610121575, 4.075300874779046, 35.55225735479374}}"
"{0.0004, 0.0006280897055221165, 0.00002}","{{ϕ, 86, θ, 86}, {ϕ, -1, θ, 131}, {ϕ, -8, θ, 42}, {29.226860651290156, 4.197476808426262, 24.693233328779733}}"
"{-0.0003980078301047041, 0.0005000000041652901, 0.000020000000024198178}","{{ϕ, 86, θ, 87}, {ϕ, -1, θ, 132}, {ϕ, -7, θ, 42}, {26.652428496592137, 4.462065795028038, 23.046924382138016}}"
"{-0.0004, 0.0005, 0.00002}","{{ϕ, 98, θ, 89}, {ϕ, 7, θ, 38}, {ϕ, -171, θ, 52}, {22.952261929785994, 4.697636772667733, 26.3001781290198}}"
"{-0.0004, 0.0005, 0.00002}","{{ϕ, 103, θ, 92}, {ϕ, 16, θ, 34}, {ϕ, -169, θ, 56}, {23.031841597347075, 5.232869068345755, 25.95405513719709}}"
"{-0.0003999998583170427, 0.000500000076710502, 0.00002000000821018846}","{{ϕ, 107, θ, 94}, {ϕ, 24, θ, 31}, {ϕ, -165, θ, 59}, {23.258869922444667, 6.016954388900154, 25.647645407548815}}"
"{0.0004, 0.0013001826400014678, 0.0002872075897495967}","{{ϕ, 178, θ, 89}, {ϕ, 85, θ, 25}, {ϕ, -92, θ, 65}, {16.67063545810849, 797.2775269919334, 752.5071696995391}}"
"{0.00038457434526374706, 0.0012129229780978136, 0.0003879538514319098}","{{ϕ, 177, θ, 92}, {ϕ, 88, θ, 58}, {ϕ, -96, θ, 32}, {15.67519870318328, 17258.21468022494, 16327.460756425073}}"
"{0.0002988054725128413, 0.001119819729676258, 0.0005401561704655476}","{{ϕ, -176, θ, 91}, {ϕ, 95, θ, 51}, {ϕ, -87, θ, 39}, {7.019283334041716, 44067.33434168189, 87368.59957718296}}"
"{-0.0002637223074168332, 0.0010405274969524422, 0.0007796309565376468}","{{ϕ, 10, θ, 90}, {ϕ, -81, θ, 7}, {ϕ, 100, θ, 83}, {9.268799818031582, 4613.300824455866, 16215.52156801475}}"
"{0.00039999939155630144, 0.0010335265733975544, 0.0009999999584530915}","{{ϕ, -172, θ, 90}, {ϕ, 97, θ, 167}, {ϕ, 98, θ, 77}, {8.111279647477307, 22.0267385660944, 54.952550803335235}}"
"{0.0003999987173536293, 0.00107395211767713, 0.0009999999001500174}","{{ϕ, -93, θ, 121}, {ϕ, -149, θ, 47}, {ϕ, -25, θ, 59}, {32.98786226781604, 9.677727614510838, 1.5782564457905839}}"
"{-0.000399999968517875, 0.0022826702308639778, 0.0009999999993969642}","{{ϕ, -92, θ, 131}, {ϕ, 111, θ, 137}, {ϕ, -172, θ, 79}, {42.83527746604399, 7.9704558689785925, 0.8001706631783838}}"
"{0.0003999999528559694, 0.0018250777877925988, 0.00033133661590851115}","{{ϕ, -179, θ, 90}, {ϕ, 91, θ, 166}, {ϕ, 90, θ, 76}, {16.33016391312346, 3627.012899840406, 3577.6334604351086}}"
"{0.0004, 0.0018445723698099629, 0.00035507544117839687}","{{ϕ, -179, θ, 90}, {ϕ, 91, θ, 162}, {ϕ, 90, θ, 72}, {16.08236719256381, 4184.276716213315, 4124.802923971114}}"
