0.02,0.01982
0.02,0.06244000000000001
0.02,0.12889
0.02,0.21512000000000003
0.02,0.31164000000000003
0.02,0.40937000000000007
0.03,0.54271
0.03,0.6503700000000001
0.02,0.7077000000000001
0.02,0.75502
0.02,0.7940200000000002
0.01,0.8108200000000001
0.01,0.8259700000000001
0.01,0.86046
0.01,0.8725600000000001
0.01,0.8835400000000001
0.02,0.9024200000000001
0.02,0.9180800000000001
0.03,0.93649
0.03,0.9503600000000001
0.05,0.9665200000000002
0.08,0.9814300000000001
0.14,0.9929300000000001
0.16,0.9977900000000002
0.18,1.
