0.0085,0.006200000000000001
0.0085,0.01593
0.006999999999999999,0.027290000000000002
0.008,0.043160000000000004
0.008,0.06326000000000001
0.006999999999999999,0.08404
0.009000000000000001,0.11427000000000001
0.012000000000000004,0.15999000000000002
0.026999999999999996,0.27754
0.032,0.42005000000000003
0.014999999999999986,0.48168
0.015000000000000013,0.5384599999999999
0.014999999999999986,0.59028
0.017000000000000015,0.6428
0.01899999999999999,0.6944600000000001
0.025000000000000022,0.752
0.034,0.81391
0.063,0.8903800000000001
0.07,0.9375300000000001
0.6,1.
