0.,2.,-0.8743,0.,0.37,0.00343,0.00343,0.,0.,0.07,-0.1235
0.,2.,-0.8743,0.,0.37,0.0039299999999999995,0.0039299999999999995,0.,0.,0.07,-0.1235
0.,2.,-0.8743,0.,0.37,0.00443,0.00443,0.,0.,0.07500000000000001,-0.1235
0.,2.,-0.8743,0.,0.37,0.00493,0.00493,0.,0.,0.07500000000000001,-0.1235
0.,2.,-0.8743,0.,0.37,0.00543,0.00543,0.,0.,0.07500000000000001,-0.1235
0.,2.,-0.8693,0.,0.37,0.00343,0.00343,0.,0.,0.065,-0.1235
0.,2.,-0.8693,0.,0.37,0.00343,0.00343,0.,0.,0.07,-0.1235
0.,2.,-0.8693,0.,0.37,0.0039299999999999995,0.0039299999999999995,0.,0.,0.07,-0.1235
0.,2.,-0.8693,0.,0.37,0.00443,0.00443,0.,0.,0.07,-0.1235
0.,2.,-0.8693,0.,0.37,0.00493,0.00493,0.,0.,0.07500000000000001,-0.1235
0.,2.,-0.8693,0.,0.37,0.00543,0.00543,0.,0.,0.07500000000000001,-0.1235
0.,2.,-0.8643,0.,0.36,0.00343,0.00343,0.,0.,0.065,-0.1235
0.,2.,-0.8643,0.,0.36,0.0039299999999999995,0.0039299999999999995,0.,0.,0.07,-0.1235
0.,2.,-0.8643,0.,0.36,0.00443,0.00443,0.,0.,0.07,-0.1235
0.,2.,-0.8643,0.,0.37,0.00343,0.00343,0.,0.,0.065,-0.1235
0.,2.,-0.8643,0.,0.37,0.00343,0.00343,0.,0.,0.07,-0.1235
0.,2.,-0.8643,0.,0.37,0.0039299999999999995,0.0039299999999999995,0.,0.,0.07,-0.1235
0.,2.,-0.8643,0.,0.37,0.00443,0.00443,0.,0.,0.07,-0.1235
0.,2.,-0.8643,0.,0.37,0.00493,0.00493,0.,0.,0.07,-0.1235
0.,2.,-0.8643,0.,0.37,0.00493,0.00493,0.,0.,0.07500000000000001,-0.1235
0.,2.,-0.8643,0.,0.37,0.00543,0.00543,0.,0.,0.07500000000000001,-0.1235
0.,2.,-0.8593,0.,0.36,0.00343,0.00343,0.,0.,0.065,-0.1235
0.,2.,-0.8593,0.,0.36,0.0039299999999999995,0.0039299999999999995,0.,0.,0.07,-0.1235
0.,2.,-0.8593,0.,0.36,0.00443,0.00443,0.,0.,0.07,-0.1235
0.,2.,-0.8593,0.,0.36,0.00493,0.00493,0.,0.,0.07,-0.1235
0.,2.,-0.8593,0.,0.36,0.00543,0.00543,0.,0.,0.07500000000000001,-0.1235
0.,2.,-0.8593,0.,0.37,0.00343,0.00343,0.,0.,0.065,-0.1235
0.,2.,-0.8593,0.,0.37,0.0039299999999999995,0.0039299999999999995,0.,0.,0.065,-0.1235
0.,2.,-0.8593,0.,0.37,0.0039299999999999995,0.0039299999999999995,0.,0.,0.07,-0.1235
0.,2.,-0.8593,0.,0.37,0.00443,0.00443,0.,0.,0.07,-0.1235
0.,2.,-0.8593,0.,0.37,0.00493,0.00493,0.,0.,0.07,-0.1235
0.,2.,-0.8593,0.,0.37,0.00493,0.00493,0.,0.,0.07500000000000001,-0.1235
0.,2.,-0.8593,0.,0.37,0.00543,0.00543,0.,0.,0.07,-0.1235
0.,2.,-0.8593,0.,0.37,0.00543,0.00543,0.,0.,0.07500000000000001,-0.1235
0.,2.,-0.8543,0.,0.35,0.00343,0.00343,0.,0.,0.065,-0.1235
0.,2.,-0.8543,0.,0.36,0.00343,0.00343,0.,0.,0.065,-0.1235
0.,2.,-0.8543,0.,0.36,0.0039299999999999995,0.0039299999999999995,0.,0.,0.065,-0.1235
0.,2.,-0.8543,0.,0.36,0.00443,0.00443,0.,0.,0.07,-0.1235
0.,2.,-0.8543,0.,0.36,0.00493,0.00493,0.,0.,0.07,-0.1235
0.,2.,-0.8543,0.,0.36,0.00543,0.00543,0.,0.,0.07,-0.1235
0.,2.,-0.8543,0.,0.36,0.00543,0.00543,0.,0.,0.07500000000000001,-0.1235
0.,2.,-0.8543,0.,0.37,0.00343,0.00343,0.,0.,0.065,-0.1235
0.,2.,-0.8543,0.,0.37,0.0039299999999999995,0.0039299999999999995,0.,0.,0.065,-0.1235
0.,2.,-0.8543,0.,0.37,0.0039299999999999995,0.0039299999999999995,0.,0.,0.07,-0.1235
0.,2.,-0.8543,0.,0.37,0.00443,0.00443,0.,0.,0.07,-0.1235
0.,2.,-0.8543,0.,0.37,0.00493,0.00493,0.,0.,0.07,-0.1235
0.,2.,-0.8543,0.,0.37,0.00493,0.00493,0.,0.,0.07500000000000001,-0.1235
0.,2.,-0.8543,0.,0.37,0.00543,0.00543,0.,0.,0.07,-0.1235
0.,2.,-0.8543,0.,0.37,0.00543,0.00543,0.,0.,0.07500000000000001,-0.1235
