0.0272,0.10797000000000001
0.0142,0.22085000000000002
0.0116,0.32353000000000004
0.0102,0.41194000000000003
0.0096,0.4888600000000001
0.009,0.55362
0.009,0.61134
0.0088,0.66129
0.0088,0.70547
0.0092,0.7457900000000002
0.0046,0.76402
0.0048,0.78154
0.0048,0.79793
0.005,0.81353
0.005,0.82793
0.0054,0.84213
0.0056,0.85555
0.0058,0.86816
0.006,0.8798600000000002
0.0064,0.8911100000000002
0.0066,0.90137
0.0072,0.91137
0.0076,0.92061
0.0082,0.92943
0.0088,0.93753
0.0096,0.94518
0.0106,0.95236
0.0116,0.95904
0.013,0.9652100000000001
0.0148,0.9710500000000001
0.0166,0.97621
0.0196,0.98101
0.0228,0.9853500000000001
0.0278,0.9891300000000001
0.0346,0.9923900000000001
0.0446,0.9951000000000001
0.0606,0.9971400000000001
0.0892,0.9986500000000003
0.1496,0.9995700000000002
0.2656,1.0000000000000002
