0.0544,0.75534
0.0284,0.94472
0.0232,0.95196
0.0204,0.95847
0.0192,0.96445
0.018,0.96933
0.018,0.97379
0.016,0.97743
0.0176,0.9805900000000001
0.0184,0.98362
0.0092,0.9849600000000001
0.0096,0.9862200000000001
0.0096,0.9874
0.01,0.9883000000000001
0.01,0.9895
0.0108,0.99029
0.0112,0.99133
0.0116,0.99202
0.012,0.99292
0.0128,0.99373
0.0132,0.9941
0.0144,0.99481
0.0152,0.99546
0.0164,0.99605
0.0176,0.99635
0.0192,0.99707
0.0212,0.99734
0.0232,0.9979
0.026,0.99813
0.0296,0.9983599999999999
0.0332,0.9989399999999999
0.0392,0.9991199999999999
0.0456,0.9992999999999999
0.0556,0.9994799999999998
0.0692,0.9996599999999998
0.0892,0.9998399999999997
0.1316,1.0000199999999997
